 22.962736, 76.071156,MADHYA PRADESH,DEWAS,7.5,4,3.8,1.3,6.2,127.9,311.6,330.7,179.6,34.4,13.5,10.9,1031.4,11.5,11.3,949.8,58.8
 23.938769, 91.868389,TRIPURA,DHALAI,13.6,38.9,105.5,246.3,431.3,482.7,363.9,338.2,255.9,182.8,42.1,11.4,2512.6,52.5,783.1,1440.7,236.3
 20.703812, 81.567596,CHATISGARH,DHAMTARI,3.9,9,11.4,11.3,17.2,157.9,357.8,326.6,208.3,57.8,4.2,3.2,1168.6,12.9,39.9,1050.6,65.2
 23.797727, 86.436225,JHARKHAND,DHANBAD,12,17.4,19.5,18.2,49.6,200.9,340.3,310,271.1,99.5,10.5,6.2,1355.2,29.4,87.3,1122.3,116.2
 22.598554, 75.314536,MADHYA PRADESH,DHAR,3.3,1,1.4,0.8,4.1,126.4,266.3,261.5,172.6,34.8,11.1,2.8,886.1,4.3,6.3,826.8,48.7
 12.134803, 78.161203,TAMIL NADU,DHARMAPURI,8,10.2,15.9,41.7,102.8,53.6,77.9,99.3,162.6,180.5,103.3,46.3,902.1,18.2,160.4,393.4,330.1
 15.452454, 75.012073,KARNATAKA,DHARWAD,2.3,3.2,6.9,46.6,82.5,113.8,149.1,101.6,119.5,120.4,39.6,6.2,791.7,5.5,136,484,166.2
 20.654734, 85.588016,ORISSA,DHENKANAL,7.3,20.8,31.3,38.4,71.2,226.1,315.8,369.1,233.4,125.5,25.5,4.6,1469,28.1,140.9,1144.4,155.6
 26.019042, 89.991086,ASSAM,DHUBRI,10.3,11.7,46.6,147.5,391.6,603,554.7,418.7,340.1,155.1,19.2,4.1,2702.6,22,585.7,1916.5,178.4
 20.90441, 74.781243,MAHARASHTRA,DHULE,2.5,1,3.2,1.6,10.3,117.5,168.9,131.4,105.7,43.5,16.7,4.9,607.2,3.5,15.1,523.5,65.1
 28.850861, 95.871559,ARUNACHAL PRADESH,DIBANG VALLEY,83.7,153.9,303.5,383.6,268,374.2,272,160.5,266.7,167.2,64,56,2553.3,237.6,955.1,1073.4,287.2
 27.480193, 94.912419,ASSAM,DIBRUGARH,30.6,53.1,119.8,229.9,292.4,401,519.4,405.1,325.9,136.9,24,18.5,2556.6,83.7,642.1,1651.4,179.4
 25.91789, 93.746839,NAGALAND,DIMAPUR,14.7,4.1,57.2,77.8,151.8,204.8,187.7,272,150.8,125,43.7,16.3,1305.9,18.8,286.8,815.3,185
 10.361936, 77.968908,TAMIL NADU,DINDIGUL,19,11.9,22.4,62.6,83,41.2,55.9,70.5,127.8,188.1,159,89.3,930.7,30.9,168,295.4,436.4
 22.939702, 81.083584,MADHYA PRADESH,DINDORI,19.6,19.4,13.8,5,9.1,196.9,413.3,403.4,192.3,37.2,10.1,16.6,1336.7,39,27.9,1205.9,63.9
 20.713309, 70.979548,DAMAN AND DUI,DIU,0.7,0.7,0.4,0.2,0.9,167.9,281.7,133.3,63.8,32.5,14.3,0.9,697.3,1.4,1.5,646.7,47.7
 24.271014, 87.249367,JHARKHAND,DUMKA,15.4,14.5,17.2,26.1,69,203,327.2,304.3,262.4,124.5,12.4,5.5,1381.5,29.9,112.3,1096.9,142.4
 23.837104, 73.716702,RAJASTHAN,DUNGARPUR,1.7,0.6,1.8,1.2,4.6,77.1,228.5,221.9,110.3,14.8,12.6,2.7,677.8,2.3,7.6,637.8,30.1
 21.188278, 81.275855,CHATISGARH,DURG,6.4,5.7,12.3,7,9.3,173,325.6,320.7,198.7,56.5,4.7,3,1122.9,12.1,28.6,1018,64.2
 16.969397, 82.236435,ANDHRA PRADESH,EAST GODAVARI,6,10.1,11.3,22.8,75.3,131.9,206.4,188.4,177.2,199,69.8,7.8,1106,16.1,109.4,703.9,276.6
 27.333113, 93.063248,ARUNACHAL PRADESH,EAST KAMENG,49,74.4,96.5,156.9,208,345.7,368.5,256.2,275.9,138.2,34.4,27.2,2030.9,123.4,461.4,1246.3,199.8
 28.065355, 95.333325,ARUNACHAL PRADESH,EAST SIANG,33.3,79.5,105.9,216.5,323,738.3,990.9,711.2,568,206.9,29.5,31.7,4034.7,112.8,645.4,3008.4,268.1
 9.956764, 76.292401,KERALA,ERNAKULAM,13.2,18.8,31.2,112,300.4,696.4,670.2,401.3,297.1,299.9,145,44.4,3029.9,32,443.6,2065,489.3
 11.334348, 77.72772,TAMIL NADU,ERODE,6.6,9.5,16.8,44.5,81.1,27.5,38.9,57.6,105.8,158.9,110.5,45.2,702.9,16.1,142.4,229.8,314.6
 27.55673, 78.657582,UTTAR PRADESH,ETAH,13,12,9.9,4.4,11.6,52.1,201.5,243.1,118.6,41.6,2.3,4.3,714.4,25,25.9,615.3,48.2
 26.77697, 79.025561,UTTAR PRADESH,ETAWAH,13.9,11.7,8.9,2.8,10.5,60.9,222,293.4,151.7,45,2.9,5.9,829.6,25.6,22.2,728,53.8
 26.781125, 82.149876,UTTAR PRADESH,FAIZABAD,18.7,12.4,7.2,4.5,18.8,123,346.6,309.6,210.5,51,2.9,8.8,1114,31.1,30.5,989.7,62.7
 28.427902, 77.329409,HARYANA,FARIDABAD,16.5,12.3,10.4,10.7,16.1,42.2,201.6,234.7,121.7,18.7,6,6.7,697.6,28.8,37.2,600.2,31.4
 30.67333, 74.758547,PUNJAB,FARIDKOT,16.1,14.3,17,8.1,13.9,36,120,103.8,65.3,9.8,3.8,7.5,415.6,30.4,39,325.1,21.1
 27.367541, 79.635106,UTTAR PRADESH,FARRUKHABAD,15.1,11.1,8,5,12.8,73.5,246,282.3,141.6,52.1,2.4,3.4,853.3,26.2,25.8,743.4,57.9
 29.516385, 75.4548,HARYANA,FATEHABAD,16.7,11,11.2,6.8,14.9,31.3,104.3,95.9,51.5,12.4,3.6,5,364.6,27.7,32.9,283,21
 25.927961, 80.817369,UTTAR PRADESH,FATEHPUR,18.3,11.7,7.2,4.7,8.6,82.2,261.5,286,182.8,39.4,4.9,7.9,915.2,30,20.5,812.5,52.2
 27.142217, 78.398303,UTTAR PRADESH,FIROZABAD,13.3,10.9,7.5,3.8,10.3,59.5,216.9,258.1,141.8,35.5,2.9,5,765.5,24.2,21.6,676.3,43.4
